Count,pickup_location,Day,Hour
1,POINT (-87.7302324284 41.8785943576),11,4
2,POINT (-87.7302324284 41.8785943576),11,14
1,POINT (-87.7302324284 41.8785943576),11,19
1,POINT (-87.7302324284 41.8785943576),12,0
2,POINT (-87.7302324284 41.8785943576),12,1
1,POINT (-87.7302324284 41.8785943576),12,5
1,POINT (-87.7302324284 41.8785943576),12,7
1,POINT (-87.7302324284 41.8785943576),12,9
1,POINT (-87.7302324284 41.8785943576),12,10
1,POINT (-87.7302324284 41.8785943576),12,11
1,POINT (-87.7302324284 41.8785943576),12,13
1,POINT (-87.7302324284 41.8785943576),12,14
1,POINT (-87.7302324284 41.8785943576),12,22
1,POINT (-87.7302324284 41.8785943576),13,5
1,POINT (-87.7302324284 41.8785943576),13,12
3,POINT (-87.7302324284 41.8785943576),13,13
1,POINT (-87.7302324284 41.8785943576),13,15
1,POINT (-87.7302324284 41.8785943576),13,19
1,POINT (-87.7302324284 41.8785943576),13,21
1,POINT (-87.7302324284 41.8785943576),14,3
1,POINT (-87.7302324284 41.8785943576),14,6
2,POINT (-87.7302324284 41.8785943576),14,11
1,POINT (-87.7302324284 41.8785943576),14,12
2,POINT (-87.7302324284 41.8785943576),14,14
2,POINT (-87.7302324284 41.8785943576),14,16
1,POINT (-87.7302324284 41.8785943576),15,0
1,POINT (-87.7302324284 41.8785943576),15,6
1,POINT (-87.7302324284 41.8785943576),15,10
1,POINT (-87.7302324284 41.8785943576),15,14
1,POINT (-87.7302324284 41.8785943576),15,15
1,POINT (-87.7302324284 41.8785943576),15,21
1,POINT (-87.7302324284 41.8785943576),16,6
1,POINT (-87.7302324284 41.8785943576),16,7
1,POINT (-87.7302324284 41.8785943576),16,8
1,POINT (-87.7302324284 41.8785943576),16,10
2,POINT (-87.7302324284 41.8785943576),17,0
1,POINT (-87.7302324284 41.8785943576),17,9
1,POINT (-87.7302324284 41.8785943576),17,11
2,POINT (-87.7302324284 41.8785943576),17,13
1,POINT (-87.7302324284 41.8785943576),17,18
1,POINT (-87.7302324284 41.8785943576),17,19
2,POINT (-87.7306842554 41.9499744545),11,18
2,POINT (-87.7306842554 41.9499744545),15,18
2,POINT (-87.7306842554 41.9499744545),17,23
1,POINT (-87.7308987849 41.9572641084),16,20
3,POINT (-87.7308987849 41.9572641084),17,17
1,POINT (-87.7347397536 41.9243470769),11,1
2,POINT (-87.7347397536 41.9243470769),11,3
1,POINT (-87.7347397536 41.9243470769),11,5
2,POINT (-87.7347397536 41.9243470769),11,10
2,POINT (-87.7347397536 41.9243470769),11,11
1,POINT (-87.7347397536 41.9243470769),11,12
1,POINT (-87.7347397536 41.9243470769),11,14
1,POINT (-87.7347397536 41.9243470769),11,16
1,POINT (-87.7347397536 41.9243470769),11,19
1,POINT (-87.7347397536 41.9243470769),11,23
3,POINT (-87.7347397536 41.9243470769),12,3
1,POINT (-87.7347397536 41.9243470769),12,6
2,POINT (-87.7347397536 41.9243470769),12,8
2,POINT (-87.7347397536 41.9243470769),12,9
2,POINT (-87.7347397536 41.9243470769),12,15
1,POINT (-87.7347397536 41.9243470769),12,16
1,POINT (-87.7347397536 41.9243470769),12,21
1,POINT (-87.7347397536 41.9243470769),12,22
1,POINT (-87.7347397536 41.9243470769),12,23
1,POINT (-87.7347397536 41.9243470769),13,1
1,POINT (-87.7347397536 41.9243470769),13,5
2,POINT (-87.7347397536 41.9243470769),13,6
1,POINT (-87.7347397536 41.9243470769),13,7
1,POINT (-87.7347397536 41.9243470769),13,9
1,POINT (-87.7347397536 41.9243470769),13,12
3,POINT (-87.7347397536 41.9243470769),13,13
3,POINT (-87.7347397536 41.9243470769),13,14
2,POINT (-87.7347397536 41.9243470769),13,15
1,POINT (-87.7347397536 41.9243470769),13,20
1,POINT (-87.7347397536 41.9243470769),14,3
1,POINT (-87.7347397536 41.9243470769),14,5
1,POINT (-87.7347397536 41.9243470769),14,9
1,POINT (-87.7347397536 41.9243470769),14,10
1,POINT (-87.7347397536 41.9243470769),14,17
1,POINT (-87.7347397536 41.9243470769),14,22
1,POINT (-87.7347397536 41.9243470769),15,0
1,POINT (-87.7347397536 41.9243470769),15,2
1,POINT (-87.7347397536 41.9243470769),15,3
2,POINT (-87.7347397536 41.9243470769),15,7
1,POINT (-87.7347397536 41.9243470769),15,8
2,POINT (-87.7347397536 41.9243470769),15,9
2,POINT (-87.7347397536 41.9243470769),15,11
1,POINT (-87.7347397536 41.9243470769),15,12
1,POINT (-87.7347397536 41.9243470769),15,14
1,POINT (-87.7347397536 41.9243470769),15,15
1,POINT (-87.7347397536 41.9243470769),15,18
1,POINT (-87.7347397536 41.9243470769),15,23
1,POINT (-87.7347397536 41.9243470769),16,2
2,POINT (-87.7347397536 41.9243470769),16,4
1,POINT (-87.7347397536 41.9243470769),16,6
1,POINT (-87.7347397536 41.9243470769),16,7
3,POINT (-87.7347397536 41.9243470769),16,8
1,POINT (-87.7347397536 41.9243470769),16,9
1,POINT (-87.7347397536 41.9243470769),16,10
1,POINT (-87.7347397536 41.9243470769),16,14
2,POINT (-87.7347397536 41.9243470769),16,15
1,POINT (-87.7347397536 41.9243470769),16,16
1,POINT (-87.7347397536 41.9243470769),16,17
1,POINT (-87.7347397536 41.9243470769),16,19
4,POINT (-87.7347397536 41.9243470769),16,21
2,POINT (-87.7347397536 41.9243470769),17,2
2,POINT (-87.7347397536 41.9243470769),17,3
1,POINT (-87.7347397536 41.9243470769),17,5
1,POINT (-87.7347397536 41.9243470769),17,15
1,POINT (-87.7347397536 41.9243470769),17,17
1,POINT (-87.7347397536 41.9243470769),17,20
1,POINT (-87.7347397536 41.9243470769),17,21
1,POINT (-87.7347397536 41.9243470769),17,22
3,POINT (-87.7360839271 41.9808436155),12,10
3,POINT (-87.7360839271 41.9808436155),15,14
3,POINT (-87.7383939059 41.9587978628),12,15
1,POINT (-87.7383939059 41.9587978628),16,14
3,POINT (-87.7383939059 41.9587978628),16,20
3,POINT (-87.7383939059 41.9587978628),17,20
1,POINT (-87.7389372047 41.97153938),12,10
3,POINT (-87.7411904469 41.8152684945),15,7
2,POINT (-87.7452432048 41.9526648947),14,12
9,POINT (-87.7471543225 41.9424881553),12,13
3,POINT (-87.7471543225 41.9424881553),13,8
19,POINT (-87.7509342894 41.785998518),11,0
12,POINT (-87.7509342894 41.785998518),11,1
6,POINT (-87.7509342894 41.785998518),11,3
2,POINT (-87.7509342894 41.785998518),11,6
8,POINT (-87.7509342894 41.785998518),11,7
19,POINT (-87.7509342894 41.785998518),11,8
15,POINT (-87.7509342894 41.785998518),11,9
24,POINT (-87.7509342894 41.785998518),11,10
44,POINT (-87.7509342894 41.785998518),11,11
35,POINT (-87.7509342894 41.785998518),11,12
42,POINT (-87.7509342894 41.785998518),11,13
45,POINT (-87.7509342894 41.785998518),11,14
36,POINT (-87.7509342894 41.785998518),11,15
34,POINT (-87.7509342894 41.785998518),11,16
49,POINT (-87.7509342894 41.785998518),11,17
62,POINT (-87.7509342894 41.785998518),11,18
62,POINT (-87.7509342894 41.785998518),11,19
76,POINT (-87.7509342894 41.785998518),11,20
59,POINT (-87.7509342894 41.785998518),11,21
88,POINT (-87.7509342894 41.785998518),11,22
46,POINT (-87.7509342894 41.785998518),11,23
20,POINT (-87.7509342894 41.785998518),12,0
10,POINT (-87.7509342894 41.785998518),12,1
5,POINT (-87.7509342894 41.785998518),12,2
11,POINT (-87.7509342894 41.785998518),12,6
30,POINT (-87.7509342894 41.785998518),12,7
30,POINT (-87.7509342894 41.785998518),12,8
56,POINT (-87.7509342894 41.785998518),12,9
75,POINT (-87.7509342894 41.785998518),12,10
70,POINT (-87.7509342894 41.785998518),12,11
74,POINT (-87.7509342894 41.785998518),12,12
52,POINT (-87.7509342894 41.785998518),12,13
43,POINT (-87.7509342894 41.785998518),12,14
54,POINT (-87.7509342894 41.785998518),12,15
45,POINT (-87.7509342894 41.785998518),12,16
78,POINT (-87.7509342894 41.785998518),12,17
54,POINT (-87.7509342894 41.785998518),12,18
62,POINT (-87.7509342894 41.785998518),12,19
46,POINT (-87.7509342894 41.785998518),12,20
54,POINT (-87.7509342894 41.785998518),12,21
43,POINT (-87.7509342894 41.785998518),12,22
41,POINT (-87.7509342894 41.785998518),12,23
19,POINT (-87.7509342894 41.785998518),13,0
6,POINT (-87.7509342894 41.785998518),13,1
1,POINT (-87.7509342894 41.785998518),13,2
1,POINT (-87.7509342894 41.785998518),13,3
10,POINT (-87.7509342894 41.785998518),13,6
8,POINT (-87.7509342894 41.785998518),13,7
25,POINT (-87.7509342894 41.785998518),13,8
35,POINT (-87.7509342894 41.785998518),13,9
46,POINT (-87.7509342894 41.785998518),13,10
54,POINT (-87.7509342894 41.785998518),13,11
48,POINT (-87.7509342894 41.785998518),13,12
58,POINT (-87.7509342894 41.785998518),13,13
35,POINT (-87.7509342894 41.785998518),13,14
40,POINT (-87.7509342894 41.785998518),13,15
48,POINT (-87.7509342894 41.785998518),13,16
45,POINT (-87.7509342894 41.785998518),13,17
52,POINT (-87.7509342894 41.785998518),13,18
62,POINT (-87.7509342894 41.785998518),13,19
60,POINT (-87.7509342894 41.785998518),13,20
53,POINT (-87.7509342894 41.785998518),13,21
34,POINT (-87.7509342894 41.785998518),13,22
38,POINT (-87.7509342894 41.785998518),13,23
15,POINT (-87.7509342894 41.785998518),14,0
8,POINT (-87.7509342894 41.785998518),14,1
2,POINT (-87.7509342894 41.785998518),14,6
17,POINT (-87.7509342894 41.785998518),14,7
30,POINT (-87.7509342894 41.785998518),14,8
39,POINT (-87.7509342894 41.785998518),14,9
50,POINT (-87.7509342894 41.785998518),14,10
48,POINT (-87.7509342894 41.785998518),14,11
49,POINT (-87.7509342894 41.785998518),14,12
65,POINT (-87.7509342894 41.785998518),14,13
51,POINT (-87.7509342894 41.785998518),14,14
32,POINT (-87.7509342894 41.785998518),14,15
45,POINT (-87.7509342894 41.785998518),14,16
65,POINT (-87.7509342894 41.785998518),14,17
71,POINT (-87.7509342894 41.785998518),14,18
45,POINT (-87.7509342894 41.785998518),14,19
49,POINT (-87.7509342894 41.785998518),14,20
46,POINT (-87.7509342894 41.785998518),14,21
66,POINT (-87.7509342894 41.785998518),14,22
29,POINT (-87.7509342894 41.785998518),14,23
13,POINT (-87.7509342894 41.785998518),15,0
11,POINT (-87.7509342894 41.785998518),15,1
3,POINT (-87.7509342894 41.785998518),15,2
6,POINT (-87.7509342894 41.785998518),15,4
10,POINT (-87.7509342894 41.785998518),15,6
20,POINT (-87.7509342894 41.785998518),15,7
27,POINT (-87.7509342894 41.785998518),15,8
38,POINT (-87.7509342894 41.785998518),15,9
44,POINT (-87.7509342894 41.785998518),15,10
57,POINT (-87.7509342894 41.785998518),15,11
49,POINT (-87.7509342894 41.785998518),15,12
56,POINT (-87.7509342894 41.785998518),15,13
53,POINT (-87.7509342894 41.785998518),15,14
51,POINT (-87.7509342894 41.785998518),15,15
63,POINT (-87.7509342894 41.785998518),15,16
69,POINT (-87.7509342894 41.785998518),15,17
74,POINT (-87.7509342894 41.785998518),15,18
93,POINT (-87.7509342894 41.785998518),15,19
78,POINT (-87.7509342894 41.785998518),15,20
87,POINT (-87.7509342894 41.785998518),15,21
93,POINT (-87.7509342894 41.785998518),15,22
51,POINT (-87.7509342894 41.785998518),15,23
26,POINT (-87.7509342894 41.785998518),16,0
19,POINT (-87.7509342894 41.785998518),16,1
5,POINT (-87.7509342894 41.785998518),16,2
1,POINT (-87.7509342894 41.785998518),16,3
7,POINT (-87.7509342894 41.785998518),16,6
26,POINT (-87.7509342894 41.785998518),16,7
25,POINT (-87.7509342894 41.785998518),16,8
39,POINT (-87.7509342894 41.785998518),16,9
35,POINT (-87.7509342894 41.785998518),16,10
51,POINT (-87.7509342894 41.785998518),16,11
80,POINT (-87.7509342894 41.785998518),16,12
93,POINT (-87.7509342894 41.785998518),16,13
52,POINT (-87.7509342894 41.785998518),16,14
76,POINT (-87.7509342894 41.785998518),16,15
84,POINT (-87.7509342894 41.785998518),16,16
67,POINT (-87.7509342894 41.785998518),16,17
73,POINT (-87.7509342894 41.785998518),16,18
68,POINT (-87.7509342894 41.785998518),16,19
46,POINT (-87.7509342894 41.785998518),16,20
66,POINT (-87.7509342894 41.785998518),16,21
70,POINT (-87.7509342894 41.785998518),16,22
45,POINT (-87.7509342894 41.785998518),16,23
37,POINT (-87.7509342894 41.785998518),17,0
9,POINT (-87.7509342894 41.785998518),17,1
3,POINT (-87.7509342894 41.785998518),17,2
13,POINT (-87.7509342894 41.785998518),17,7
13,POINT (-87.7509342894 41.785998518),17,8
20,POINT (-87.7509342894 41.785998518),17,9
18,POINT (-87.7509342894 41.785998518),17,10
24,POINT (-87.7509342894 41.785998518),17,11
23,POINT (-87.7509342894 41.785998518),17,12
23,POINT (-87.7509342894 41.785998518),17,13
38,POINT (-87.7509342894 41.785998518),17,14
25,POINT (-87.7509342894 41.785998518),17,15
18,POINT (-87.7509342894 41.785998518),17,16
22,POINT (-87.7509342894 41.785998518),17,17
24,POINT (-87.7509342894 41.785998518),17,18
18,POINT (-87.7509342894 41.785998518),17,19
30,POINT (-87.7509342894 41.785998518),17,20
23,POINT (-87.7509342894 41.785998518),17,21
23,POINT (-87.7509342894 41.785998518),17,22
18,POINT (-87.7509342894 41.785998518),17,23
1,POINT (-87.7524091367 41.9606756968),16,14
1,POINT (-87.7560467111 41.8906088526),11,0
1,POINT (-87.7560467111 41.8906088526),11,3
1,POINT (-87.7560467111 41.8906088526),11,4
1,POINT (-87.7560467111 41.8906088526),11,6
1,POINT (-87.7560467111 41.8906088526),11,9
2,POINT (-87.7560467111 41.8906088526),11,10
4,POINT (-87.7560467111 41.8906088526),11,12
1,POINT (-87.7560467111 41.8906088526),11,15
3,POINT (-87.7560467111 41.8906088526),11,16
1,POINT (-87.7560467111 41.8906088526),11,17
1,POINT (-87.7560467111 41.8906088526),11,19
1,POINT (-87.7560467111 41.8906088526),11,20
2,POINT (-87.7560467111 41.8906088526),11,22
2,POINT (-87.7560467111 41.8906088526),12,0
1,POINT (-87.7560467111 41.8906088526),12,2
1,POINT (-87.7560467111 41.8906088526),12,3
1,POINT (-87.7560467111 41.8906088526),12,6
2,POINT (-87.7560467111 41.8906088526),12,7
3,POINT (-87.7560467111 41.8906088526),12,8
4,POINT (-87.7560467111 41.8906088526),12,10
1,POINT (-87.7560467111 41.8906088526),12,11
2,POINT (-87.7560467111 41.8906088526),12,12
4,POINT (-87.7560467111 41.8906088526),12,13
1,POINT (-87.7560467111 41.8906088526),12,15
2,POINT (-87.7560467111 41.8906088526),12,16
2,POINT (-87.7560467111 41.8906088526),12,17
3,POINT (-87.7560467111 41.8906088526),12,18
3,POINT (-87.7560467111 41.8906088526),12,19
1,POINT (-87.7560467111 41.8906088526),13,1
1,POINT (-87.7560467111 41.8906088526),13,6
1,POINT (-87.7560467111 41.8906088526),13,7
3,POINT (-87.7560467111 41.8906088526),13,9
4,POINT (-87.7560467111 41.8906088526),13,10
5,POINT (-87.7560467111 41.8906088526),13,11
1,POINT (-87.7560467111 41.8906088526),13,12
6,POINT (-87.7560467111 41.8906088526),13,13
3,POINT (-87.7560467111 41.8906088526),13,14
2,POINT (-87.7560467111 41.8906088526),13,15
1,POINT (-87.7560467111 41.8906088526),13,16
2,POINT (-87.7560467111 41.8906088526),13,17
1,POINT (-87.7560467111 41.8906088526),13,19
1,POINT (-87.7560467111 41.8906088526),13,20
1,POINT (-87.7560467111 41.8906088526),13,21
1,POINT (-87.7560467111 41.8906088526),14,0
1,POINT (-87.7560467111 41.8906088526),14,2
1,POINT (-87.7560467111 41.8906088526),14,3
1,POINT (-87.7560467111 41.8906088526),14,4
1,POINT (-87.7560467111 41.8906088526),14,5
4,POINT (-87.7560467111 41.8906088526),14,6
3,POINT (-87.7560467111 41.8906088526),14,7
3,POINT (-87.7560467111 41.8906088526),14,8
3,POINT (-87.7560467111 41.8906088526),14,9
2,POINT (-87.7560467111 41.8906088526),14,10
2,POINT (-87.7560467111 41.8906088526),14,11
4,POINT (-87.7560467111 41.8906088526),14,12
2,POINT (-87.7560467111 41.8906088526),14,13
1,POINT (-87.7560467111 41.8906088526),14,14
5,POINT (-87.7560467111 41.8906088526),14,15
1,POINT (-87.7560467111 41.8906088526),14,16
1,POINT (-87.7560467111 41.8906088526),14,17
1,POINT (-87.7560467111 41.8906088526),14,18
1,POINT (-87.7560467111 41.8906088526),14,19
2,POINT (-87.7560467111 41.8906088526),14,20
1,POINT (-87.7560467111 41.8906088526),14,22
2,POINT (-87.7560467111 41.8906088526),14,23
1,POINT (-87.7560467111 41.8906088526),15,0
1,POINT (-87.7560467111 41.8906088526),15,1
2,POINT (-87.7560467111 41.8906088526),15,6
1,POINT (-87.7560467111 41.8906088526),15,7
1,POINT (-87.7560467111 41.8906088526),15,8
3,POINT (-87.7560467111 41.8906088526),15,9
2,POINT (-87.7560467111 41.8906088526),15,10
1,POINT (-87.7560467111 41.8906088526),15,12
4,POINT (-87.7560467111 41.8906088526),15,13
1,POINT (-87.7560467111 41.8906088526),15,14
2,POINT (-87.7560467111 41.8906088526),15,15
1,POINT (-87.7560467111 41.8906088526),15,16
3,POINT (-87.7560467111 41.8906088526),15,17
2,POINT (-87.7560467111 41.8906088526),15,21
2,POINT (-87.7560467111 41.8906088526),15,23
1,POINT (-87.7560467111 41.8906088526),16,1
2,POINT (-87.7560467111 41.8906088526),16,2
2,POINT (-87.7560467111 41.8906088526),16,5
1,POINT (-87.7560467111 41.8906088526),16,7
3,POINT (-87.7560467111 41.8906088526),16,8
4,POINT (-87.7560467111 41.8906088526),16,10
3,POINT (-87.7560467111 41.8906088526),16,11
3,POINT (-87.7560467111 41.8906088526),16,12
4,POINT (-87.7560467111 41.8906088526),16,13
1,POINT (-87.7560467111 41.8906088526),16,14
1,POINT (-87.7560467111 41.8906088526),16,15
1,POINT (-87.7560467111 41.8906088526),16,16
2,POINT (-87.7560467111 41.8906088526),16,17
1,POINT (-87.7560467111 41.8906088526),16,18
1,POINT (-87.7560467111 41.8906088526),16,19
2,POINT (-87.7560467111 41.8906088526),16,21
2,POINT (-87.7560467111 41.8906088526),16,23
1,POINT (-87.7560467111 41.8906088526),17,0
1,POINT (-87.7560467111 41.8906088526),17,2
1,POINT (-87.7560467111 41.8906088526),17,9
2,POINT (-87.7560467111 41.8906088526),17,10
2,POINT (-87.7560467111 41.8906088526),17,11
2,POINT (-87.7560467111 41.8906088526),17,12
2,POINT (-87.7560467111 41.8906088526),17,13
2,POINT (-87.7560467111 41.8906088526),17,15
1,POINT (-87.7560467111 41.8906088526),17,16
1,POINT (-87.7560467111 41.8906088526),17,20
1,POINT (-87.7560467111 41.8906088526),17,21
1,POINT (-87.7560467111 41.8906088526),17,23
3,POINT (-87.7575974858 41.9944980381),12,7
1,POINT (-87.7583535876 41.9939301285),11,1
1,POINT (-87.7583535876 41.9939301285),11,4
1,POINT (-87.7583535876 41.9939301285),11,6
1,POINT (-87.7583535876 41.9939301285),11,7
1,POINT (-87.7583535876 41.9939301285),11,8
3,POINT (-87.7583535876 41.9939301285),11,9
1,POINT (-87.7583535876 41.9939301285),11,11
1,POINT (-87.7583535876 41.9939301285),11,12
2,POINT (-87.7583535876 41.9939301285),11,13
1,POINT (-87.7583535876 41.9939301285),11,18
1,POINT (-87.7583535876 41.9939301285),11,19
1,POINT (-87.7583535876 41.9939301285),12,0
1,POINT (-87.7583535876 41.9939301285),12,1
1,POINT (-87.7583535876 41.9939301285),12,2
2,POINT (-87.7583535876 41.9939301285),12,5
1,POINT (-87.7583535876 41.9939301285),12,6
2,POINT (-87.7583535876 41.9939301285),12,7
4,POINT (-87.7583535876 41.9939301285),12,8
1,POINT (-87.7583535876 41.9939301285),12,9
3,POINT (-87.7583535876 41.9939301285),12,10
1,POINT (-87.7583535876 41.9939301285),12,13
1,POINT (-87.7583535876 41.9939301285),12,14
3,POINT (-87.7583535876 41.9939301285),12,15
2,POINT (-87.7583535876 41.9939301285),12,16
1,POINT (-87.7583535876 41.9939301285),12,19
1,POINT (-87.7583535876 41.9939301285),12,20
3,POINT (-87.7583535876 41.9939301285),13,3
1,POINT (-87.7583535876 41.9939301285),13,4
1,POINT (-87.7583535876 41.9939301285),13,5
2,POINT (-87.7583535876 41.9939301285),13,7
3,POINT (-87.7583535876 41.9939301285),13,8
3,POINT (-87.7583535876 41.9939301285),13,10
1,POINT (-87.7583535876 41.9939301285),13,11
1,POINT (-87.7583535876 41.9939301285),13,12
2,POINT (-87.7583535876 41.9939301285),13,13
1,POINT (-87.7583535876 41.9939301285),13,14
1,POINT (-87.7583535876 41.9939301285),13,15
1,POINT (-87.7583535876 41.9939301285),13,18
2,POINT (-87.7583535876 41.9939301285),13,19
1,POINT (-87.7583535876 41.9939301285),13,20
1,POINT (-87.7583535876 41.9939301285),13,22
2,POINT (-87.7583535876 41.9939301285),14,5
2,POINT (-87.7583535876 41.9939301285),14,6
1,POINT (-87.7583535876 41.9939301285),14,7
1,POINT (-87.7583535876 41.9939301285),14,8
2,POINT (-87.7583535876 41.9939301285),14,10
2,POINT (-87.7583535876 41.9939301285),14,12
1,POINT (-87.7583535876 41.9939301285),14,13
1,POINT (-87.7583535876 41.9939301285),14,14
2,POINT (-87.7583535876 41.9939301285),14,15
1,POINT (-87.7583535876 41.9939301285),14,16
2,POINT (-87.7583535876 41.9939301285),14,17
1,POINT (-87.7583535876 41.9939301285),14,18
1,POINT (-87.7583535876 41.9939301285),14,19
2,POINT (-87.7583535876 41.9939301285),14,20
2,POINT (-87.7583535876 41.9939301285),14,21
1,POINT (-87.7583535876 41.9939301285),15,4
1,POINT (-87.7583535876 41.9939301285),15,6
1,POINT (-87.7583535876 41.9939301285),15,7
2,POINT (-87.7583535876 41.9939301285),15,8
2,POINT (-87.7583535876 41.9939301285),15,13
1,POINT (-87.7583535876 41.9939301285),15,14
1,POINT (-87.7583535876 41.9939301285),15,15
1,POINT (-87.7583535876 41.9939301285),15,16
3,POINT (-87.7583535876 41.9939301285),15,17
2,POINT (-87.7583535876 41.9939301285),15,18
1,POINT (-87.7583535876 41.9939301285),15,22
1,POINT (-87.7583535876 41.9939301285),15,23
1,POINT (-87.7583535876 41.9939301285),16,2
2,POINT (-87.7583535876 41.9939301285),16,5
1,POINT (-87.7583535876 41.9939301285),16,6
2,POINT (-87.7583535876 41.9939301285),16,7
2,POINT (-87.7583535876 41.9939301285),16,8
1,POINT (-87.7583535876 41.9939301285),16,9
1,POINT (-87.7583535876 41.9939301285),16,10
2,POINT (-87.7583535876 41.9939301285),16,12
1,POINT (-87.7583535876 41.9939301285),16,13
2,POINT (-87.7583535876 41.9939301285),16,14
2,POINT (-87.7583535876 41.9939301285),16,16
1,POINT (-87.7583535876 41.9939301285),16,19
1,POINT (-87.7583535876 41.9939301285),16,20
1,POINT (-87.7583535876 41.9939301285),16,22
2,POINT (-87.7583535876 41.9939301285),16,23
1,POINT (-87.7583535876 41.9939301285),17,3
1,POINT (-87.7583535876 41.9939301285),17,4
1,POINT (-87.7583535876 41.9939301285),17,5
1,POINT (-87.7583535876 41.9939301285),17,6
1,POINT (-87.7583535876 41.9939301285),17,8
2,POINT (-87.7583535876 41.9939301285),17,9
2,POINT (-87.7583535876 41.9939301285),17,10
1,POINT (-87.7583535876 41.9939301285),17,11
4,POINT (-87.7583535876 41.9939301285),17,12
1,POINT (-87.7583535876 41.9939301285),17,14
1,POINT (-87.7583535876 41.9939301285),17,15
2,POINT (-87.7583535876 41.9939301285),17,16
2,POINT (-87.7583535876 41.9939301285),17,20
2,POINT (-87.7583535876 41.9939301285),17,22
1,POINT (-87.759857019 41.970288894),11,23
1,POINT (-87.759857019 41.970288894),13,22
1,POINT (-87.759857019 41.970288894),15,19
1,POINT (-87.759857019 41.970288894),16,2
1,POINT (-87.759857019 41.970288894),16,3
2,POINT (-87.759857019 41.970288894),16,18
1,POINT (-87.759857019 41.970288894),16,21
2,POINT (-87.759857019 41.970288894),16,23
1,POINT (-87.759857019 41.970288894),17,0
1,POINT (-87.759857019 41.970288894),17,12
2,POINT (-87.759857019 41.970288894),17,21
4,POINT (-87.7608843709 41.9128367835),12,16
3,POINT (-87.7633990316 41.9540276487),11,0
2,POINT (-87.7633990316 41.9540276487),11,1
2,POINT (-87.7633990316 41.9540276487),11,3
4,POINT (-87.7633990316 41.9540276487),11,4
2,POINT (-87.7633990316 41.9540276487),11,5
1,POINT (-87.7633990316 41.9540276487),11,6
4,POINT (-87.7633990316 41.9540276487),11,8
1,POINT (-87.7633990316 41.9540276487),11,9
1,POINT (-87.7633990316 41.9540276487),11,10
3,POINT (-87.7633990316 41.9540276487),11,11
3,POINT (-87.7633990316 41.9540276487),11,12
6,POINT (-87.7633990316 41.9540276487),11,13
4,POINT (-87.7633990316 41.9540276487),11,14
2,POINT (-87.7633990316 41.9540276487),11,15
1,POINT (-87.7633990316 41.9540276487),11,17
3,POINT (-87.7633990316 41.9540276487),11,18
3,POINT (-87.7633990316 41.9540276487),11,19
2,POINT (-87.7633990316 41.9540276487),11,20
1,POINT (-87.7633990316 41.9540276487),11,21
1,POINT (-87.7633990316 41.9540276487),11,22
2,POINT (-87.7633990316 41.9540276487),11,23
3,POINT (-87.7633990316 41.9540276487),12,0
1,POINT (-87.7633990316 41.9540276487),12,1
2,POINT (-87.7633990316 41.9540276487),12,2
5,POINT (-87.7633990316 41.9540276487),12,5
2,POINT (-87.7633990316 41.9540276487),12,6
7,POINT (-87.7633990316 41.9540276487),12,7
4,POINT (-87.7633990316 41.9540276487),12,8
2,POINT (-87.7633990316 41.9540276487),12,9
5,POINT (-87.7633990316 41.9540276487),12,10
7,POINT (-87.7633990316 41.9540276487),12,11
5,POINT (-87.7633990316 41.9540276487),12,12
7,POINT (-87.7633990316 41.9540276487),12,13
6,POINT (-87.7633990316 41.9540276487),12,14
5,POINT (-87.7633990316 41.9540276487),12,15
6,POINT (-87.7633990316 41.9540276487),12,16
3,POINT (-87.7633990316 41.9540276487),12,17
4,POINT (-87.7633990316 41.9540276487),12,18
4,POINT (-87.7633990316 41.9540276487),12,19
1,POINT (-87.7633990316 41.9540276487),12,20
4,POINT (-87.7633990316 41.9540276487),12,21
1,POINT (-87.7633990316 41.9540276487),12,22
3,POINT (-87.7633990316 41.9540276487),13,0
1,POINT (-87.7633990316 41.9540276487),13,1
1,POINT (-87.7633990316 41.9540276487),13,2
1,POINT (-87.7633990316 41.9540276487),13,3
5,POINT (-87.7633990316 41.9540276487),13,6
3,POINT (-87.7633990316 41.9540276487),13,7
4,POINT (-87.7633990316 41.9540276487),13,8
7,POINT (-87.7633990316 41.9540276487),13,9
8,POINT (-87.7633990316 41.9540276487),13,10
1,POINT (-87.7633990316 41.9540276487),13,11
3,POINT (-87.7633990316 41.9540276487),13,12
4,POINT (-87.7633990316 41.9540276487),13,13
8,POINT (-87.7633990316 41.9540276487),13,14
4,POINT (-87.7633990316 41.9540276487),13,15
5,POINT (-87.7633990316 41.9540276487),13,16
2,POINT (-87.7633990316 41.9540276487),13,17
4,POINT (-87.7633990316 41.9540276487),13,18
4,POINT (-87.7633990316 41.9540276487),13,19
1,POINT (-87.7633990316 41.9540276487),13,21
1,POINT (-87.7633990316 41.9540276487),13,22
1,POINT (-87.7633990316 41.9540276487),13,23
1,POINT (-87.7633990316 41.9540276487),14,1
1,POINT (-87.7633990316 41.9540276487),14,4
2,POINT (-87.7633990316 41.9540276487),14,5
3,POINT (-87.7633990316 41.9540276487),14,6
6,POINT (-87.7633990316 41.9540276487),14,7
1,POINT (-87.7633990316 41.9540276487),14,8
4,POINT (-87.7633990316 41.9540276487),14,9
7,POINT (-87.7633990316 41.9540276487),14,10
5,POINT (-87.7633990316 41.9540276487),14,11
10,POINT (-87.7633990316 41.9540276487),14,12
